algorithm,environment,seed,state,action
combined,frozenlake_4x4,2,0,1
combined,frozenlake_4x4,2,1,2
combined,frozenlake_4x4,2,2,1
combined,frozenlake_4x4,2,3,0
combined,frozenlake_4x4,2,4,1
combined,frozenlake_4x4,2,5,0
combined,frozenlake_4x4,2,6,1
combined,frozenlake_4x4,2,7,0
combined,frozenlake_4x4,2,8,2
combined,frozenlake_4x4,2,9,1
combined,frozenlake_4x4,2,10,1
combined,frozenlake_4x4,2,11,0
combined,frozenlake_4x4,2,12,0
combined,frozenlake_4x4,2,13,2
combined,frozenlake_4x4,2,14,2
combined,frozenlake_4x4,2,15,0
combined,frozenlake_4x4,3,0,1
combined,frozenlake_4x4,3,1,2
combined,frozenlake_4x4,3,2,1
combined,frozenlake_4x4,3,3,0
combined,frozenlake_4x4,3,4,1
combined,frozenlake_4x4,3,5,0
combined,frozenlake_4x4,3,6,1
combined,frozenlake_4x4,3,7,0
combined,frozenlake_4x4,3,8,2
combined,frozenlake_4x4,3,9,2
combined,frozenlake_4x4,3,10,1
combined,frozenlake_4x4,3,11,0
combined,frozenlake_4x4,3,12,0
combined,frozenlake_4x4,3,13,2
combined,frozenlake_4x4,3,14,2
combined,frozenlake_4x4,3,15,0
combined,frozenlake_4x4,4,0,2
combined,frozenlake_4x4,4,1,2
combined,frozenlake_4x4,4,2,1
combined,frozenlake_4x4,4,3,0
combined,frozenlake_4x4,4,4,1
combined,frozenlake_4x4,4,5,0
combined,frozenlake_4x4,4,6,1
combined,frozenlake_4x4,4,7,0
combined,frozenlake_4x4,4,8,2
combined,frozenlake_4x4,4,9,1
combined,frozenlake_4x4,4,10,1
combined,frozenlake_4x4,4,11,0
combined,frozenlake_4x4,4,12,0
combined,frozenlake_4x4,4,13,2
combined,frozenlake_4x4,4,14,2
combined,frozenlake_4x4,4,15,0
combined,frozenlake_4x4,5,0,1
combined,frozenlake_4x4,5,1,2
combined,frozenlake_4x4,5,2,1
combined,frozenlake_4x4,5,3,0
combined,frozenlake_4x4,5,4,1
combined,frozenlake_4x4,5,5,0
combined,frozenlake_4x4,5,6,1
combined,frozenlake_4x4,5,7,0
combined,frozenlake_4x4,5,8,2
combined,frozenlake_4x4,5,9,2
combined,frozenlake_4x4,5,10,1
combined,frozenlake_4x4,5,11,0
combined,frozenlake_4x4,5,12,0
combined,frozenlake_4x4,5,13,2
combined,frozenlake_4x4,5,14,2
combined,frozenlake_4x4,5,15,0
combined,frozenlake_4x4,6,0,1
combined,frozenlake_4x4,6,1,2
combined,frozenlake_4x4,6,2,1
combined,frozenlake_4x4,6,3,0
combined,frozenlake_4x4,6,4,1
combined,frozenlake_4x4,6,5,0
combined,frozenlake_4x4,6,6,1
combined,frozenlake_4x4,6,7,0
combined,frozenlake_4x4,6,8,2
combined,frozenlake_4x4,6,9,2
combined,frozenlake_4x4,6,10,1
combined,frozenlake_4x4,6,11,0
combined,frozenlake_4x4,6,12,0
combined,frozenlake_4x4,6,13,2
combined,frozenlake_4x4,6,14,2
combined,frozenlake_4x4,6,15,0
combined,frozenlake_4x4,7,0,1
combined,frozenlake_4x4,7,1,2
combined,frozenlake_4x4,7,2,1
combined,frozenlake_4x4,7,3,0
combined,frozenlake_4x4,7,4,1
combined,frozenlake_4x4,7,5,0
combined,frozenlake_4x4,7,6,1
combined,frozenlake_4x4,7,7,0
combined,frozenlake_4x4,7,8,2
combined,frozenlake_4x4,7,9,2
combined,frozenlake_4x4,7,10,1
combined,frozenlake_4x4,7,11,0
combined,frozenlake_4x4,7,12,0
combined,frozenlake_4x4,7,13,2
combined,frozenlake_4x4,7,14,2
combined,frozenlake_4x4,7,15,0
combined,frozenlake_4x4,8,0,2
combined,frozenlake_4x4,8,1,2
combined,frozenlake_4x4,8,2,1
combined,frozenlake_4x4,8,3,0
combined,frozenlake_4x4,8,4,1
combined,frozenlake_4x4,8,5,0
combined,frozenlake_4x4,8,6,1
combined,frozenlake_4x4,8,7,0
combined,frozenlake_4x4,8,8,2
combined,frozenlake_4x4,8,9,1
combined,frozenlake_4x4,8,10,1
combined,frozenlake_4x4,8,11,0
combined,frozenlake_4x4,8,12,0
combined,frozenlake_4x4,8,13,2
combined,frozenlake_4x4,8,14,2
combined,frozenlake_4x4,8,15,0
combined,frozenlake_4x4,9,0,2
combined,frozenlake_4x4,9,1,2
combined,frozenlake_4x4,9,2,1
combined,frozenlake_4x4,9,3,0
combined,frozenlake_4x4,9,4,1
combined,frozenlake_4x4,9,5,0
combined,frozenlake_4x4,9,6,1
combined,frozenlake_4x4,9,7,0
combined,frozenlake_4x4,9,8,2
combined,frozenlake_4x4,9,9,2
combined,frozenlake_4x4,9,10,1
combined,frozenlake_4x4,9,11,0
combined,frozenlake_4x4,9,12,0
combined,frozenlake_4x4,9,13,2
combined,frozenlake_4x4,9,14,2
combined,frozenlake_4x4,9,15,0
combined,frozenlake_4x4,10,0,1
combined,frozenlake_4x4,10,1,2
combined,frozenlake_4x4,10,2,1
combined,frozenlake_4x4,10,3,0
combined,frozenlake_4x4,10,4,1
combined,frozenlake_4x4,10,5,0
combined,frozenlake_4x4,10,6,1
combined,frozenlake_4x4,10,7,0
combined,frozenlake_4x4,10,8,2
combined,frozenlake_4x4,10,9,1
combined,frozenlake_4x4,10,10,1
combined,frozenlake_4x4,10,11,0
combined,frozenlake_4x4,10,12,0
combined,frozenlake_4x4,10,13,2
combined,frozenlake_4x4,10,14,2
combined,frozenlake_4x4,10,15,0
combined,frozenlake_4x4,11,0,1
combined,frozenlake_4x4,11,1,2
combined,frozenlake_4x4,11,2,1
combined,frozenlake_4x4,11,3,0
combined,frozenlake_4x4,11,4,1
combined,frozenlake_4x4,11,5,0
combined,frozenlake_4x4,11,6,1
combined,frozenlake_4x4,11,7,0
combined,frozenlake_4x4,11,8,2
combined,frozenlake_4x4,11,9,2
combined,frozenlake_4x4,11,10,1
combined,frozenlake_4x4,11,11,0
combined,frozenlake_4x4,11,12,0
combined,frozenlake_4x4,11,13,2
combined,frozenlake_4x4,11,14,2
combined,frozenlake_4x4,11,15,0
combined,frozenlake_4x4,12,0,2
combined,frozenlake_4x4,12,1,2
combined,frozenlake_4x4,12,2,1
combined,frozenlake_4x4,12,3,0
combined,frozenlake_4x4,12,4,1
combined,frozenlake_4x4,12,5,0
combined,frozenlake_4x4,12,6,1
combined,frozenlake_4x4,12,7,0
combined,frozenlake_4x4,12,8,2
combined,frozenlake_4x4,12,9,2
combined,frozenlake_4x4,12,10,1
combined,frozenlake_4x4,12,11,0
combined,frozenlake_4x4,12,12,0
combined,frozenlake_4x4,12,13,2
combined,frozenlake_4x4,12,14,2
combined,frozenlake_4x4,12,15,0
combined,frozenlake_4x4,13,0,2
combined,frozenlake_4x4,13,1,2
combined,frozenlake_4x4,13,2,1
combined,frozenlake_4x4,13,3,0
combined,frozenlake_4x4,13,4,1
combined,frozenlake_4x4,13,5,0
combined,frozenlake_4x4,13,6,1
combined,frozenlake_4x4,13,7,0
combined,frozenlake_4x4,13,8,2
combined,frozenlake_4x4,13,9,1
combined,frozenlake_4x4,13,10,1
combined,frozenlake_4x4,13,11,0
combined,frozenlake_4x4,13,12,0
combined,frozenlake_4x4,13,13,2
combined,frozenlake_4x4,13,14,2
combined,frozenlake_4x4,13,15,0
combined,frozenlake_4x4,14,0,1
combined,frozenlake_4x4,14,1,2
combined,frozenlake_4x4,14,2,1
combined,frozenlake_4x4,14,3,0
combined,frozenlake_4x4,14,4,1
combined,frozenlake_4x4,14,5,0
combined,frozenlake_4x4,14,6,1
combined,frozenlake_4x4,14,7,0
combined,frozenlake_4x4,14,8,2
combined,frozenlake_4x4,14,9,2
combined,frozenlake_4x4,14,10,1
combined,frozenlake_4x4,14,11,0
combined,frozenlake_4x4,14,12,0
combined,frozenlake_4x4,14,13,2
combined,frozenlake_4x4,14,14,2
combined,frozenlake_4x4,14,15,0
combined,frozenlake_4x4,15,0,1
combined,frozenlake_4x4,15,1,2
combined,frozenlake_4x4,15,2,1
combined,frozenlake_4x4,15,3,0
combined,frozenlake_4x4,15,4,1
combined,frozenlake_4x4,15,5,0
combined,frozenlake_4x4,15,6,1
combined,frozenlake_4x4,15,7,0
combined,frozenlake_4x4,15,8,2
combined,frozenlake_4x4,15,9,1
combined,frozenlake_4x4,15,10,1
combined,frozenlake_4x4,15,11,0
combined,frozenlake_4x4,15,12,0
combined,frozenlake_4x4,15,13,2
combined,frozenlake_4x4,15,14,2
combined,frozenlake_4x4,15,15,0
combined,frozenlake_4x4,16,0,1
combined,frozenlake_4x4,16,1,2
combined,frozenlake_4x4,16,2,1
combined,frozenlake_4x4,16,3,0
combined,frozenlake_4x4,16,4,1
combined,frozenlake_4x4,16,5,0
combined,frozenlake_4x4,16,6,1
combined,frozenlake_4x4,16,7,0
combined,frozenlake_4x4,16,8,2
combined,frozenlake_4x4,16,9,2
combined,frozenlake_4x4,16,10,1
combined,frozenlake_4x4,16,11,0
combined,frozenlake_4x4,16,12,0
combined,frozenlake_4x4,16,13,2
combined,frozenlake_4x4,16,14,2
combined,frozenlake_4x4,16,15,0
combined,frozenlake_4x4,17,0,2
combined,frozenlake_4x4,17,1,2
combined,frozenlake_4x4,17,2,1
combined,frozenlake_4x4,17,3,0
combined,frozenlake_4x4,17,4,1
combined,frozenlake_4x4,17,5,0
combined,frozenlake_4x4,17,6,1
combined,frozenlake_4x4,17,7,0
combined,frozenlake_4x4,17,8,2
combined,frozenlake_4x4,17,9,1
combined,frozenlake_4x4,17,10,1
combined,frozenlake_4x4,17,11,0
combined,frozenlake_4x4,17,12,0
combined,frozenlake_4x4,17,13,2
combined,frozenlake_4x4,17,14,2
combined,frozenlake_4x4,17,15,0
combined,frozenlake_4x4,18,0,1
combined,frozenlake_4x4,18,1,2
combined,frozenlake_4x4,18,2,1
combined,frozenlake_4x4,18,3,0
combined,frozenlake_4x4,18,4,1
combined,frozenlake_4x4,18,5,0
combined,frozenlake_4x4,18,6,1
combined,frozenlake_4x4,18,7,0
combined,frozenlake_4x4,18,8,2
combined,frozenlake_4x4,18,9,1
combined,frozenlake_4x4,18,10,1
combined,frozenlake_4x4,18,11,0
combined,frozenlake_4x4,18,12,0
combined,frozenlake_4x4,18,13,2
combined,frozenlake_4x4,18,14,2
combined,frozenlake_4x4,18,15,0
combined,frozenlake_4x4,19,0,1
combined,frozenlake_4x4,19,1,2
combined,frozenlake_4x4,19,2,1
combined,frozenlake_4x4,19,3,0
combined,frozenlake_4x4,19,4,1
combined,frozenlake_4x4,19,5,0
combined,frozenlake_4x4,19,6,1
combined,frozenlake_4x4,19,7,0
combined,frozenlake_4x4,19,8,2
combined,frozenlake_4x4,19,9,1
combined,frozenlake_4x4,19,10,0
combined,frozenlake_4x4,19,11,0
combined,frozenlake_4x4,19,12,0
combined,frozenlake_4x4,19,13,2
combined,frozenlake_4x4,19,14,2
combined,frozenlake_4x4,19,15,0
combined,frozenlake_4x4,20,0,1
combined,frozenlake_4x4,20,1,2
combined,frozenlake_4x4,20,2,1
combined,frozenlake_4x4,20,3,0
combined,frozenlake_4x4,20,4,1
combined,frozenlake_4x4,20,5,0
combined,frozenlake_4x4,20,6,1
combined,frozenlake_4x4,20,7,0
combined,frozenlake_4x4,20,8,2
combined,frozenlake_4x4,20,9,1
combined,frozenlake_4x4,20,10,1
combined,frozenlake_4x4,20,11,0
combined,frozenlake_4x4,20,12,0
combined,frozenlake_4x4,20,13,2
combined,frozenlake_4x4,20,14,2
combined,frozenlake_4x4,20,15,0
combined,frozenlake_4x4,21,0,1
combined,frozenlake_4x4,21,1,2
combined,frozenlake_4x4,21,2,1
combined,frozenlake_4x4,21,3,0
combined,frozenlake_4x4,21,4,1
combined,frozenlake_4x4,21,5,0
combined,frozenlake_4x4,21,6,1
combined,frozenlake_4x4,21,7,0
combined,frozenlake_4x4,21,8,2
combined,frozenlake_4x4,21,9,1
combined,frozenlake_4x4,21,10,1
combined,frozenlake_4x4,21,11,0
combined,frozenlake_4x4,21,12,0
combined,frozenlake_4x4,21,13,2
combined,frozenlake_4x4,21,14,2
combined,frozenlake_4x4,21,15,0
combined,frozenlake_4x4,22,0,1
combined,frozenlake_4x4,22,1,2
combined,frozenlake_4x4,22,2,1
combined,frozenlake_4x4,22,3,0
combined,frozenlake_4x4,22,4,1
combined,frozenlake_4x4,22,5,0
combined,frozenlake_4x4,22,6,1
combined,frozenlake_4x4,22,7,0
combined,frozenlake_4x4,22,8,2
combined,frozenlake_4x4,22,9,2
combined,frozenlake_4x4,22,10,1
combined,frozenlake_4x4,22,11,0
combined,frozenlake_4x4,22,12,0
combined,frozenlake_4x4,22,13,2
combined,frozenlake_4x4,22,14,2
combined,frozenlake_4x4,22,15,0
combined,frozenlake_4x4,23,0,2
combined,frozenlake_4x4,23,1,2
combined,frozenlake_4x4,23,2,1
combined,frozenlake_4x4,23,3,0
combined,frozenlake_4x4,23,4,1
combined,frozenlake_4x4,23,5,0
combined,frozenlake_4x4,23,6,1
combined,frozenlake_4x4,23,7,0
combined,frozenlake_4x4,23,8,2
combined,frozenlake_4x4,23,9,2
combined,frozenlake_4x4,23,10,1
combined,frozenlake_4x4,23,11,0
combined,frozenlake_4x4,23,12,0
combined,frozenlake_4x4,23,13,2
combined,frozenlake_4x4,23,14,2
combined,frozenlake_4x4,23,15,0
combined,frozenlake_4x4,24,0,2
combined,frozenlake_4x4,24,1,2
combined,frozenlake_4x4,24,2,1
combined,frozenlake_4x4,24,3,0
combined,frozenlake_4x4,24,4,1
combined,frozenlake_4x4,24,5,0
combined,frozenlake_4x4,24,6,1
combined,frozenlake_4x4,24,7,0
combined,frozenlake_4x4,24,8,2
combined,frozenlake_4x4,24,9,1
combined,frozenlake_4x4,24,10,1
combined,frozenlake_4x4,24,11,0
combined,frozenlake_4x4,24,12,0
combined,frozenlake_4x4,24,13,2
combined,frozenlake_4x4,24,14,2
combined,frozenlake_4x4,24,15,0
combined,frozenlake_4x4,25,0,1
combined,frozenlake_4x4,25,1,2
combined,frozenlake_4x4,25,2,1
combined,frozenlake_4x4,25,3,0
combined,frozenlake_4x4,25,4,1
combined,frozenlake_4x4,25,5,0
combined,frozenlake_4x4,25,6,1
combined,frozenlake_4x4,25,7,0
combined,frozenlake_4x4,25,8,2
combined,frozenlake_4x4,25,9,1
combined,frozenlake_4x4,25,10,1
combined,frozenlake_4x4,25,11,0
combined,frozenlake_4x4,25,12,0
combined,frozenlake_4x4,25,13,2
combined,frozenlake_4x4,25,14,2
combined,frozenlake_4x4,25,15,0
combined,frozenlake_4x4,26,0,2
combined,frozenlake_4x4,26,1,2
combined,frozenlake_4x4,26,2,1
combined,frozenlake_4x4,26,3,0
combined,frozenlake_4x4,26,4,1
combined,frozenlake_4x4,26,5,0
combined,frozenlake_4x4,26,6,1
combined,frozenlake_4x4,26,7,0
combined,frozenlake_4x4,26,8,2
combined,frozenlake_4x4,26,9,1
combined,frozenlake_4x4,26,10,1
combined,frozenlake_4x4,26,11,0
combined,frozenlake_4x4,26,12,0
combined,frozenlake_4x4,26,13,2
combined,frozenlake_4x4,26,14,2
combined,frozenlake_4x4,26,15,0
combined,frozenlake_4x4,27,0,1
combined,frozenlake_4x4,27,1,2
combined,frozenlake_4x4,27,2,1
combined,frozenlake_4x4,27,3,0
combined,frozenlake_4x4,27,4,1
combined,frozenlake_4x4,27,5,0
combined,frozenlake_4x4,27,6,1
combined,frozenlake_4x4,27,7,0
combined,frozenlake_4x4,27,8,2
combined,frozenlake_4x4,27,9,1
combined,frozenlake_4x4,27,10,1
combined,frozenlake_4x4,27,11,0
combined,frozenlake_4x4,27,12,0
combined,frozenlake_4x4,27,13,2
combined,frozenlake_4x4,27,14,2
combined,frozenlake_4x4,27,15,0
combined,frozenlake_4x4,28,0,2
combined,frozenlake_4x4,28,1,2
combined,frozenlake_4x4,28,2,1
combined,frozenlake_4x4,28,3,0
combined,frozenlake_4x4,28,4,1
combined,frozenlake_4x4,28,5,0
combined,frozenlake_4x4,28,6,1
combined,frozenlake_4x4,28,7,0
combined,frozenlake_4x4,28,8,2
combined,frozenlake_4x4,28,9,1
combined,frozenlake_4x4,28,10,1
combined,frozenlake_4x4,28,11,0
combined,frozenlake_4x4,28,12,0
combined,frozenlake_4x4,28,13,2
combined,frozenlake_4x4,28,14,2
combined,frozenlake_4x4,28,15,0
combined,frozenlake_4x4,29,0,1
combined,frozenlake_4x4,29,1,2
combined,frozenlake_4x4,29,2,1
combined,frozenlake_4x4,29,3,0
combined,frozenlake_4x4,29,4,1
combined,frozenlake_4x4,29,5,0
combined,frozenlake_4x4,29,6,1
combined,frozenlake_4x4,29,7,0
combined,frozenlake_4x4,29,8,2
combined,frozenlake_4x4,29,9,1
combined,frozenlake_4x4,29,10,1
combined,frozenlake_4x4,29,11,0
combined,frozenlake_4x4,29,12,0
combined,frozenlake_4x4,29,13,2
combined,frozenlake_4x4,29,14,2
combined,frozenlake_4x4,29,15,0
combined,frozenlake_8x8,0,0,2
combined,frozenlake_8x8,0,1,1
combined,frozenlake_8x8,0,2,2
combined,frozenlake_8x8,0,3,1
combined,frozenlake_8x8,0,4,1
combined,frozenlake_8x8,0,5,2
combined,frozenlake_8x8,0,6,1
combined,frozenlake_8x8,0,7,1
combined,frozenlake_8x8,0,8,1
combined,frozenlake_8x8,0,9,2
combined,frozenlake_8x8,0,10,2
combined,frozenlake_8x8,0,11,2
combined,frozenlake_8x8,0,12,1
combined,frozenlake_8x8,0,13,2
combined,frozenlake_8x8,0,14,2
combined,frozenlake_8x8,0,15,1
combined,frozenlake_8x8,0,16,2
combined,frozenlake_8x8,0,17,1
combined,frozenlake_8x8,0,18,1
combined,frozenlake_8x8,0,19,0
combined,frozenlake_8x8,0,20,2
combined,frozenlake_8x8,0,21,2
combined,frozenlake_8x8,0,22,1
combined,frozenlake_8x8,0,23,1
combined,frozenlake_8x8,0,24,2
combined,frozenlake_8x8,0,25,2
combined,frozenlake_8x8,0,26,2
combined,frozenlake_8x8,0,27,2
combined,frozenlake_8x8,0,28,1
combined,frozenlake_8x8,0,29,0
combined,frozenlake_8x8,0,30,2
combined,frozenlake_8x8,0,31,1
combined,frozenlake_8x8,0,32,3
combined,frozenlake_8x8,0,33,3
combined,frozenlake_8x8,0,34,3
combined,frozenlake_8x8,0,35,0
combined,frozenlake_8x8,0,36,2
combined,frozenlake_8x8,0,37,2
combined,frozenlake_8x8,0,38,2
combined,frozenlake_8x8,0,39,1
combined,frozenlake_8x8,0,40,3
combined,frozenlake_8x8,0,41,0
combined,frozenlake_8x8,0,42,0
combined,frozenlake_8x8,0,43,2
combined,frozenlake_8x8,0,44,3
combined,frozenlake_8x8,0,45,3
combined,frozenlake_8x8,0,46,0
combined,frozenlake_8x8,0,47,1
combined,frozenlake_8x8,0,48,2
combined,frozenlake_8x8,0,49,0
combined,frozenlake_8x8,0,50,0
combined,frozenlake_8x8,0,51,0
combined,frozenlake_8x8,0,52,0
combined,frozenlake_8x8,0,53,3
combined,frozenlake_8x8,0,54,0
combined,frozenlake_8x8,0,55,1
combined,frozenlake_8x8,0,56,2
combined,frozenlake_8x8,0,57,2
combined,frozenlake_8x8,0,58,1
combined,frozenlake_8x8,0,59,0
combined,frozenlake_8x8,0,60,0
combined,frozenlake_8x8,0,61,2
combined,frozenlake_8x8,0,62,2
combined,frozenlake_8x8,0,63,0
combined,frozenlake_8x8,1,0,1
combined,frozenlake_8x8,1,1,2
combined,frozenlake_8x8,1,2,2
combined,frozenlake_8x8,1,3,1
combined,frozenlake_8x8,1,4,2
combined,frozenlake_8x8,1,5,2
combined,frozenlake_8x8,1,6,1
combined,frozenlake_8x8,1,7,1
combined,frozenlake_8x8,1,8,2
combined,frozenlake_8x8,1,9,2
combined,frozenlake_8x8,1,10,2
combined,frozenlake_8x8,1,11,2
combined,frozenlake_8x8,1,12,1
combined,frozenlake_8x8,1,13,2
combined,frozenlake_8x8,1,14,2
combined,frozenlake_8x8,1,15,1
combined,frozenlake_8x8,1,16,2
combined,frozenlake_8x8,1,17,2
combined,frozenlake_8x8,1,18,3
combined,frozenlake_8x8,1,19,0
combined,frozenlake_8x8,1,20,2
combined,frozenlake_8x8,1,21,2
combined,frozenlake_8x8,1,22,1
combined,frozenlake_8x8,1,23,1
combined,frozenlake_8x8,1,24,3
combined,frozenlake_8x8,1,25,2
combined,frozenlake_8x8,1,26,3
combined,frozenlake_8x8,1,27,2
combined,frozenlake_8x8,1,28,3
combined,frozenlake_8x8,1,29,0
combined,frozenlake_8x8,1,30,2
combined,frozenlake_8x8,1,31,1
combined,frozenlake_8x8,1,32,3
combined,frozenlake_8x8,1,33,3
combined,frozenlake_8x8,1,34,0
combined,frozenlake_8x8,1,35,0
combined,frozenlake_8x8,1,36,2
combined,frozenlake_8x8,1,37,2
combined,frozenlake_8x8,1,38,2
combined,frozenlake_8x8,1,39,1
combined,frozenlake_8x8,1,40,2
combined,frozenlake_8x8,1,41,0
combined,frozenlake_8x8,1,42,0
combined,frozenlake_8x8,1,43,0
combined,frozenlake_8x8,1,44,2
combined,frozenlake_8x8,1,45,3
combined,frozenlake_8x8,1,46,0
combined,frozenlake_8x8,1,47,1
combined,frozenlake_8x8,1,48,2
combined,frozenlake_8x8,1,49,0
combined,frozenlake_8x8,1,50,0
combined,frozenlake_8x8,1,51,0
combined,frozenlake_8x8,1,52,0
combined,frozenlake_8x8,1,53,3
combined,frozenlake_8x8,1,54,0
combined,frozenlake_8x8,1,55,1
combined,frozenlake_8x8,1,56,2
combined,frozenlake_8x8,1,57,3
combined,frozenlake_8x8,1,58,2
combined,frozenlake_8x8,1,59,0
combined,frozenlake_8x8,1,60,0
combined,frozenlake_8x8,1,61,3
combined,frozenlake_8x8,1,62,0
combined,frozenlake_8x8,1,63,0
combined,frozenlake_8x8,2,0,2
combined,frozenlake_8x8,2,1,1
combined,frozenlake_8x8,2,2,2
combined,frozenlake_8x8,2,3,1
combined,frozenlake_8x8,2,4,2
combined,frozenlake_8x8,2,5,2
combined,frozenlake_8x8,2,6,1
combined,frozenlake_8x8,2,7,1
combined,frozenlake_8x8,2,8,2
combined,frozenlake_8x8,2,9,1
combined,frozenlake_8x8,2,10,2
combined,frozenlake_8x8,2,11,2
combined,frozenlake_8x8,2,12,2
combined,frozenlake_8x8,2,13,1
combined,frozenlake_8x8,2,14,2
combined,frozenlake_8x8,2,15,1
combined,frozenlake_8x8,2,16,2
combined,frozenlake_8x8,2,17,2
combined,frozenlake_8x8,2,18,1
combined,frozenlake_8x8,2,19,0
combined,frozenlake_8x8,2,20,2
combined,frozenlake_8x8,2,21,2
combined,frozenlake_8x8,2,22,1
combined,frozenlake_8x8,2,23,1
combined,frozenlake_8x8,2,24,2
combined,frozenlake_8x8,2,25,2
combined,frozenlake_8x8,2,26,2
combined,frozenlake_8x8,2,27,2
combined,frozenlake_8x8,2,28,3
combined,frozenlake_8x8,2,29,0
combined,frozenlake_8x8,2,30,2
combined,frozenlake_8x8,2,31,1
combined,frozenlake_8x8,2,32,3
combined,frozenlake_8x8,2,33,3
combined,frozenlake_8x8,2,34,3
combined,frozenlake_8x8,2,35,0
combined,frozenlake_8x8,2,36,2
combined,frozenlake_8x8,2,37,2
combined,frozenlake_8x8,2,38,2
combined,frozenlake_8x8,2,39,1
combined,frozenlake_8x8,2,40,3
combined,frozenlake_8x8,2,41,0
combined,frozenlake_8x8,2,42,0
combined,frozenlake_8x8,2,43,2
combined,frozenlake_8x8,2,44,3
combined,frozenlake_8x8,2,45,3
combined,frozenlake_8x8,2,46,0
combined,frozenlake_8x8,2,47,1
combined,frozenlake_8x8,2,48,2
combined,frozenlake_8x8,2,49,0
combined,frozenlake_8x8,2,50,0
combined,frozenlake_8x8,2,51,0
combined,frozenlake_8x8,2,52,0
combined,frozenlake_8x8,2,53,3
combined,frozenlake_8x8,2,54,0
combined,frozenlake_8x8,2,55,1
combined,frozenlake_8x8,2,56,2
combined,frozenlake_8x8,2,57,2
combined,frozenlake_8x8,2,58,2
combined,frozenlake_8x8,2,59,0
combined,frozenlake_8x8,2,60,0
combined,frozenlake_8x8,2,61,0
combined,frozenlake_8x8,2,62,0
combined,frozenlake_8x8,2,63,0
combined,frozenlake_8x8,3,0,2
combined,frozenlake_8x8,3,1,2
combined,frozenlake_8x8,3,2,2
combined,frozenlake_8x8,3,3,2
combined,frozenlake_8x8,3,4,2
combined,frozenlake_8x8,3,5,1
combined,frozenlake_8x8,3,6,1
combined,frozenlake_8x8,3,7,1
combined,frozenlake_8x8,3,8,2
combined,frozenlake_8x8,3,9,2
combined,frozenlake_8x8,3,10,2
combined,frozenlake_8x8,3,11,2
combined,frozenlake_8x8,3,12,1
combined,frozenlake_8x8,3,13,2
combined,frozenlake_8x8,3,14,1
combined,frozenlake_8x8,3,15,1
combined,frozenlake_8x8,3,16,2
combined,frozenlake_8x8,3,17,3
combined,frozenlake_8x8,3,18,3
combined,frozenlake_8x8,3,19,0
combined,frozenlake_8x8,3,20,2
combined,frozenlake_8x8,3,21,2
combined,frozenlake_8x8,3,22,1
combined,frozenlake_8x8,3,23,1
combined,frozenlake_8x8,3,24,3
combined,frozenlake_8x8,3,25,2
combined,frozenlake_8x8,3,26,3
combined,frozenlake_8x8,3,27,0
combined,frozenlake_8x8,3,28,3
combined,frozenlake_8x8,3,29,0
combined,frozenlake_8x8,3,30,1
combined,frozenlake_8x8,3,31,1
combined,frozenlake_8x8,3,32,3
combined,frozenlake_8x8,3,33,3
combined,frozenlake_8x8,3,34,3
combined,frozenlake_8x8,3,35,0
combined,frozenlake_8x8,3,36,2
combined,frozenlake_8x8,3,37,2
combined,frozenlake_8x8,3,38,2
combined,frozenlake_8x8,3,39,1
combined,frozenlake_8x8,3,40,3
combined,frozenlake_8x8,3,41,0
combined,frozenlake_8x8,3,42,0
combined,frozenlake_8x8,3,43,2
combined,frozenlake_8x8,3,44,3
combined,frozenlake_8x8,3,45,3
combined,frozenlake_8x8,3,46,0
combined,frozenlake_8x8,3,47,1
combined,frozenlake_8x8,3,48,2
combined,frozenlake_8x8,3,49,0
combined,frozenlake_8x8,3,50,0
combined,frozenlake_8x8,3,51,0
combined,frozenlake_8x8,3,52,0
combined,frozenlake_8x8,3,53,0
combined,frozenlake_8x8,3,54,0
combined,frozenlake_8x8,3,55,1
combined,frozenlake_8x8,3,56,2
combined,frozenlake_8x8,3,57,2
combined,frozenlake_8x8,3,58,2
combined,frozenlake_8x8,3,59,0
combined,frozenlake_8x8,3,60,0
combined,frozenlake_8x8,3,61,0
combined,frozenlake_8x8,3,62,0
combined,frozenlake_8x8,3,63,0
combined,frozenlake_8x8,4,0,1
combined,frozenlake_8x8,4,1,2
combined,frozenlake_8x8,4,2,2
combined,frozenlake_8x8,4,3,2
combined,frozenlake_8x8,4,4,2
combined,frozenlake_8x8,4,5,1
combined,frozenlake_8x8,4,6,1
combined,frozenlake_8x8,4,7,1
combined,frozenlake_8x8,4,8,2
combined,frozenlake_8x8,4,9,2
combined,frozenlake_8x8,4,10,2
combined,frozenlake_8x8,4,11,2
combined,frozenlake_8x8,4,12,1
combined,frozenlake_8x8,4,13,2
combined,frozenlake_8x8,4,14,1
combined,frozenlake_8x8,4,15,1
combined,frozenlake_8x8,4,16,2
combined,frozenlake_8x8,4,17,2
combined,frozenlake_8x8,4,18,3
combined,frozenlake_8x8,4,19,0
combined,frozenlake_8x8,4,20,2
combined,frozenlake_8x8,4,21,2
combined,frozenlake_8x8,4,22,2
combined,frozenlake_8x8,4,23,1
combined,frozenlake_8x8,4,24,3
combined,frozenlake_8x8,4,25,2
combined,frozenlake_8x8,4,26,2
combined,frozenlake_8x8,4,27,2
combined,frozenlake_8x8,4,28,3
combined,frozenlake_8x8,4,29,0
combined,frozenlake_8x8,4,30,1
combined,frozenlake_8x8,4,31,0
